Date,Price_Gazprom,Price_Sberbank,Price_Aeroflot,Price_Lukoil,Price_Rosneft
2013-06-28,109.1,93.68,56.7,1890.4,227.8
2013-06-29,109.1,93.68,56.7,1890.4,227.8
2013-06-30,109.1,93.68,56.7,1890.4,227.8
2013-07-01,109.08,95.42,55.7,1913.1,229.38
2013-07-02,109.2,94.8,58,1914.8,227.89
2013-07-03,109.2,93.04,57.86,1927.6,229.67
2013-07-04,113.17,93.95,58.22,1929.8,230.03
2013-07-05,113.57,93.2,58.05,1914.8,228.96
2013-07-06,113.57,93.2,58.05,1914.8,228.96
2013-07-07,113.57,93.2,58.05,1914.8,228.96
2013-07-08,114,92.84,58.97,1920.9,233.29
2013-07-09,114.15,92.39,58.89,1913.1,232.66
2013-07-10,113.6,91.14,58.63,1894.7,233.89
2013-07-11,117.29,95.51,58.08,1954.5,239.7
2013-07-12,121.85,98.57,57.9,1989.2,247.09
2013-07-13,121.85,98.57,57.9,1989.2,247.09
2013-07-14,121.85,98.57,57.9,1989.2,247.09
2013-07-15,122.78,99.9,58.59,1994,247.63
2013-07-16,124.78,99.47,57.8,1995,245.98
2013-07-17,131.3,101.15,57.71,1992,248.72
2013-07-18,130.21,98.39,57.55,2003,244.97
2013-07-19,129.53,99.99,57.03,2019.6,243.45
2013-07-20,129.53,99.99,57.03,2019.6,243.45
2013-07-21,129.53,99.99,57.03,2019.6,243.45
2013-07-22,128.85,97.77,56.99,2002.5,243.25
2013-07-23,128.5,96.85,56.65,2016.6,243.73
2013-07-24,127.17,96.46,55.49,2005.3,242.65
2013-07-25,127.81,95.77,55.07,1994.1,240.82
2013-07-26,128.84,94.81,55.11,1987,240.87
2013-07-27,128.84,94.81,55.11,1987,240.87
2013-07-28,128.84,94.81,55.11,1987,240.87
2013-07-29,129.4,94.28,56,1975.8,239.1
2013-07-30,129.6,94.06,56.41,1974.9,236.1
2013-07-31,128.61,95.23,57.36,1950,234.5
2013-08-01,130.21,96.84,58.4,1966.2,238.18
2013-08-02,128.45,96.99,57.01,1957.1,237.6
2013-08-03,128.45,96.99,57.01,1957.1,237.6
2013-08-04,128.45,96.99,57.01,1957.1,237.6
2013-08-05,128.87,96.22,56.13,1958.9,238.91
2013-08-06,126.1,94.71,56,1901,233.9
2013-08-07,124.86,94.41,55.39,1906.8,231.94
2013-08-08,125.18,94.02,56,1903.6,228.88
2013-08-09,128.24,95.7,55.96,1922,233.25
2013-08-10,128.24,95.7,55.96,1922,233.25
2013-08-11,128.24,95.7,55.96,1922,233.25
2013-08-12,129.03,96.24,56.5,1921.9,234.96
2013-08-13,132.18,97.39,56.51,1950,237
2013-08-14,134.52,98,56.1,1980,237.88
2013-08-15,131.05,95.42,55.22,1944.1,232.82
2013-08-16,130.79,93.8,53.91,1917.5,230.76
2013-08-17,130.79,93.8,53.91,1917.5,230.76
2013-08-18,130.79,93.8,53.91,1917.5,230.76
2013-08-19,132.45,93.6,54.19,1907.8,230.26
2013-08-20,132.68,91.75,53.97,1906,227.5
2013-08-21,132.2,90.63,52.86,1907.9,229.1
2013-08-22,134.11,92.08,53.85,1944.9,234.39
2013-08-23,133.1,91.91,54,1946,234.99
2013-08-24,133.1,91.91,54,1946,234.99
2013-08-25,133.1,91.91,54,1946,234.99
2013-08-26,132.61,91.29,53.6,1945.5,235.2
2013-08-27,131.76,90.06,52.61,1948.4,234.27
2013-08-28,132.29,89.39,52.17,1959.1,238.88
2013-08-29,131.7,89.82,50.51,1950,243.11
2013-08-30,131.9,88.23,48.82,1924.5,246.33
2013-08-31,131.9,88.23,48.82,1924.5,246.33
2013-09-01,131.9,88.23,48.82,1924.5,246.33
2013-09-02,131.45,89.48,48.5,1945.1,244.22
2013-09-03,131.5,90.45,47.71,1942.5,245.39
2013-09-04,132.01,90.33,47.74,1929.9,249.02
2013-09-05,140,92.78,49.38,1993,259.75
2013-09-06,141.97,92.47,49.47,2000.2,263.98
2013-09-07,141.97,92.47,49.47,2000.2,263.98
2013-09-08,141.97,92.47,49.47,2000.2,263.98
2013-09-09,147.4,94.81,50.1,2020,263
2013-09-10,146.37,96.55,50.77,2002,258.01
2013-09-11,146.5,95.5,51.51,2023.1,255.75
2013-09-12,144.84,95.53,51.1,2008.8,258.47
2013-09-13,142.35,95.82,51.24,2006.6,258.12
2013-09-14,142.35,95.82,51.24,2006.6,258.12
2013-09-15,142.35,95.82,51.24,2006.6,258.12
2013-09-16,145.52,98.97,52.87,2029,263.49
2013-09-17,146.05,99.6,53.9,2029.9,265.39
2013-09-18,144.09,99.79,53.52,2017.5,262.81
2013-09-19,148.13,102.33,54.33,2036.7,265.98
2013-09-20,147.71,102.36,54.97,2025,262.8
2013-09-21,147.71,102.36,54.97,2025,262.8
2013-09-22,147.71,102.36,54.97,2025,262.8
2013-09-23,145.99,101.82,54.96,2042.1,262.45
2013-09-24,144.6,100.5,54.78,2043,259.67
2013-09-25,145.8,101.95,55.4,2079,262.05
2013-09-26,145.9,101.67,54.27,2082,263.68
2013-09-27,145.07,98.59,54.64,2083,265.3
2013-09-28,145.07,98.59,54.64,2083,265.3
2013-09-29,145.07,98.59,54.64,2083,265.3
2013-09-30,144.15,97.86,54.44,2054.9,263.71
2013-10-01,145.71,99.16,55.35,2046.1,263.5
2013-10-02,143.35,97.74,54.56,2029.3,260.25
2013-10-03,142.26,98.24,55.25,2037.9,260.05
2013-10-04,144.85,100.39,55.2,2055,262.19
2013-10-05,144.85,100.39,55.2,2055,262.19
2013-10-06,144.85,100.39,55.2,2055,262.19
2013-10-07,147,100.3,55.2,2062.5,262.09
2013-10-08,151.97,102.11,55.14,2112,264
2013-10-09,151.29,101.48,55,2111.6,262.98
2013-10-10,153.11,103.43,55.17,2120,265
2013-10-11,153.22,102.87,55.05,2119,265.09
2013-10-12,153.22,102.87,55.05,2119,265.09
2013-10-13,153.22,102.87,55.05,2119,265.09
2013-10-14,152.71,102.93,55.29,2107,265.02
2013-10-15,156.3,104.55,55.2,2136,265.5
2013-10-16,157.88,104.05,55.29,2125.1,261.02
2013-10-17,154.99,103.33,55.31,2092.3,256.87
2013-10-18,157.1,105.14,55.41,2122.1,260.96
2013-10-19,157.1,105.14,55.41,2122.1,260.96
2013-10-20,157.1,105.14,55.41,2122.1,260.96
2013-10-21,156.05,105.43,55.5,2117.6,259.59
2013-10-22,154,105.4,55.68,2108,260.01
2013-10-23,150.25,103.29,56.05,2087.5,254.46
2013-10-24,150.5,102.86,57.14,2071.1,251.5
2013-10-25,150.08,102.99,57.02,2094,252.2
2013-10-26,150.08,102.99,57.02,2094,252.2
2013-10-27,150.08,102.99,57.02,2094,252.2
2013-10-28,150.33,102.84,57.18,2097.9,253.84
2013-10-29,150.92,102.8,57.6,2107.2,253.61
2013-10-30,150.89,103.11,56.89,2089.9,250
2013-10-31,150.4,102.74,57.4,2102.4,254
2013-11-01,150.44,103.65,57.38,2112,251.98
2013-11-02,150.44,103.65,57.38,2112,251.98
2013-11-03,150.44,103.65,57.38,2112,251.98
2013-11-04,150.44,103.65,57.38,2112,251.98
2013-11-05,148.68,102.47,56.85,2093.9,249.33
2013-11-06,147.26,102.59,57.4,2087.4,249
2013-11-07,150.32,103.55,58.45,2093,248.75
2013-11-08,147.55,101.86,57.1,2064.1,245.92
2013-11-09,147.55,101.86,57.1,2064.1,245.92
2013-11-10,147.55,101.86,57.1,2064.1,245.92
2013-11-11,144.82,101.77,57.47,2059.6,244
2013-11-12,146.51,104.25,57.88,2079,247.54
2013-11-13,143.03,101.81,57.83,2048.5,244.35
2013-11-14,146.58,103.7,59.51,2078.2,245.76
2013-11-15,147.14,103.69,59.88,2071,244.2
2013-11-16,147.14,103.69,59.88,2071,244.2
2013-11-17,147.14,103.69,59.88,2071,244.2
2013-11-18,149.64,105.5,59.81,2092,244.92
2013-11-19,148.85,106.19,58.68,2087,244.9
2013-11-20,150.3,106,57.6,2084.1,244.9
2013-11-21,148.23,104.78,57.78,2066.4,242.2
2013-11-22,149.59,105.1,58.29,2084.3,246.66
2013-11-23,149.59,105.1,58.29,2084.3,246.66
2013-11-24,149.59,105.1,58.29,2084.3,246.66
2013-11-25,147.93,105.31,58.26,2080.2,244.6
2013-11-26,143.28,103.02,57.57,2070.1,240.77
2013-11-27,142.01,102.77,57.19,2054.1,237.5
2013-11-28,142.38,102.69,58.44,2050.1,238.43
2013-11-29,143.1,103.07,60.42,2042.8,238.49
2013-11-30,143.1,103.07,60.42,2042.8,238.49
2013-12-01,143.1,103.07,60.42,2042.8,238.49
2013-12-02,141.51,102.36,62.69,2033.6,237.4
2013-12-03,138.6,100.24,63.12,2000.1,233.52
2013-12-04,136.26,98.95,67.46,1982.5,235.8
2013-12-05,135.25,98.25,66.72,1961.1,232.39
2013-12-06,137.48,99.9,68.8,1970,235.16
2013-12-07,137.48,99.9,68.8,1970,235.16
2013-12-08,137.48,99.9,68.8,1970,235.16
2013-12-09,138.43,101,72.48,1994.6,236.01
2013-12-10,137.61,100.16,74.1,1999.7,234.4
2013-12-11,137.04,100.65,73.09,2002.5,234.09
2013-12-12,134.16,98.96,73.65,1997.5,233
2013-12-13,133.38,98.94,76.75,1998.3,232.28
2013-12-14,133.38,98.94,76.75,1998.3,232.28
2013-12-15,133.38,98.94,76.75,1998.3,232.28
2013-12-16,136.5,99.85,79.66,2011.6,236.1
2013-12-17,138.55,100.15,79.24,2022.3,236.8
2013-12-18,139.87,100.18,77.17,2018.3,241.66
2013-12-19,140.45,101.78,78,2037.6,244.52
2013-12-20,141.5,102.2,79.23,2033,243.58
2013-12-21,141.5,102.2,79.23,2033,243.58
2013-12-22,141.5,102.2,79.23,2033,243.58
2013-12-23,141.64,102.45,81.56,2025.8,248.25
2013-12-24,141.66,101.96,85,2014.8,248.01
2013-12-25,140.77,101.62,85.05,2006.5,248.67
2013-12-26,140.43,101.95,84.54,2016.2,248
2013-12-27,139.01,100.68,82.5,2007.3,247.94
2013-12-28,139.01,100.68,82.5,2007.3,247.94
2013-12-29,139.01,100.68,82.5,2007.3,247.94
2013-12-30,138.75,101.17,83.7,2039.7,251.6
2013-12-31,138.75,101.17,83.7,2039.7,251.6
2014-01-01,138.75,101.17,83.7,2039.7,251.6
2014-01-02,138.75,101.17,83.7,2039.7,251.6
2014-01-03,138.75,101.17,83.7,2039.7,251.6
2014-01-04,138.75,101.17,83.7,2039.7,251.6
2014-01-05,138.75,101.17,83.7,2039.7,251.6
2014-01-06,135.47,98.91,83.24,1990.2,243.01
2014-01-07,135.47,98.91,83.24,1990.2,243.01
2014-01-08,137.33,98.19,83.41,1959.1,242
2014-01-09,138.68,98,82.9,1979.1,241.97
2014-01-10,139.69,99.2,82.83,1991.6,242.43
2014-01-11,139.69,99.2,82.83,1991.6,242.43
2014-01-12,139.69,99.2,82.83,1991.6,242.43
2014-01-13,139.08,100.25,87.87,2001.1,240.79
2014-01-14,137.44,99.24,84.96,1980,242.24
2014-01-15,137.44,100.77,83.9,1999.9,246.36
2014-01-16,137.36,100.65,84.8,1979.6,243.47
2014-01-17,137.22,101.17,84.25,1978.4,248.77
2014-01-18,137.22,101.17,84.25,1978.4,248.77
2014-01-19,137.22,101.17,84.25,1978.4,248.77
2014-01-20,139.75,101.96,85.46,1998.5,249.32
2014-01-21,145.7,102.2,81.35,2000.5,250.35
2014-01-22,145.96,102.17,78.78,2001.4,250.52
2014-01-23,145.75,101.7,79.79,1978.1,248.65
2014-01-24,146.72,99.7,78.7,1956.9,247.91
2014-01-25,146.72,99.7,78.7,1956.9,247.91
2014-01-26,146.72,99.7,78.7,1956.9,247.91
2014-01-27,147.64,97.78,81.9,1961.9,246.66
2014-01-28,147.01,97.36,81.75,1973.3,244.4
2014-01-29,147.9,95.98,81.38,1960,245.09
2014-01-30,147.32,95.8,81.44,1997.9,245.75
2014-01-31,145.16,94.7,83,1989,245
2014-02-01,145.16,94.7,83,1989,245
2014-02-02,145.16,94.7,83,1989,245
2014-02-03,141.72,94.66,80,1966.8,238.96
2014-02-04,141.15,94.07,76.65,1970.1,242.86
2014-02-05,141.97,95.45,76.12,1965,242.7
2014-02-06,143.48,96.62,78.9,1969.1,244.41
2014-02-07,146.42,96.53,79.5,1975.1,246.1
2014-02-08,146.42,96.53,79.5,1975.1,246.1
2014-02-09,146.42,96.53,79.5,1975.1,246.1
2014-02-10,146.89,95.47,79.51,1988.1,247.26
2014-02-11,147.6,96.12,80.7,2015.5,248.59
2014-02-12,148.47,96.84,82.02,2028.2,248.35
2014-02-13,145.9,95.5,80.6,2023,243.75
2014-02-14,148.84,96.65,80.28,2039.3,247.19
2014-02-15,148.84,96.65,80.28,2039.3,247.19
2014-02-16,148.84,96.65,80.28,2039.3,247.19
2014-02-17,151.3,97.49,80.75,2049,249.9
2014-02-18,152.75,96.62,80,2040.7,250.13
2014-02-19,147.64,94.9,78.1,2029.1,247.94
2014-02-20,148.4,94.63,77.8,2042,246.67
2014-02-21,149.17,95,77.88,2030.9,250
2014-02-22,149.17,95,77.88,2030.9,250
2014-02-23,149.17,95,77.88,2030.9,250
2014-02-24,149.23,94.69,76.9,2030.3,249.18
2014-02-25,146.21,94.17,77.39,2010.9,248.78
2014-02-26,143.49,92.29,77.6,2009,246.99
2014-02-27,140.65,90.12,72.71,2002,242.9
2014-02-28,139.2,91.16,70.61,1963,243.95
2014-03-01,139.2,91.16,70.61,1963,243.95
2014-03-02,139.2,91.16,70.61,1963,243.95
2014-03-03,119.86,77.57,59,1817.2,230.88
2014-03-04,129.35,81.55,60.6,1899.7,237.9
2014-03-05,125.45,81.46,62.18,1920,236
2014-03-06,123.62,80.24,62.4,1890,235.6
2014-03-07,124.01,79.99,61.08,1959.5,236.38
2014-03-08,124.01,79.99,61.08,1959.5,236.38
2014-03-09,124.01,79.99,61.08,1959.5,236.38
2014-03-10,124.01,79.99,61.08,1959.5,236.38
2014-03-11,120.9,76.57,59.38,1938.4,229.5
2014-03-12,119.06,72.46,58.55,1888.5,224
2014-03-13,118.7,69.84,52.8,1842,224.8
2014-03-14,118.6,71.75,47.29,1882,225.81
2014-03-15,118.6,71.75,47.29,1882,225.81
2014-03-16,118.6,71.75,47.29,1882,225.81
2014-03-17,120.46,76.97,46.62,1897.1,228
2014-03-18,127.4,81.43,48.6,1914.7,232.44
2014-03-19,125.55,80.83,53.89,1886,231.47
2014-03-20,126.21,79.5,56.45,1892,231.68
2014-03-21,124.71,78.47,55.15,1910,231.21
2014-03-22,124.71,78.47,55.15,1910,231.21
2014-03-23,124.71,78.47,55.15,1910,231.21
2014-03-24,123.7,78.29,53.74,1869.4,228.05
2014-03-25,128.1,81.85,54.24,1879.5,232
2014-03-26,132.5,82.56,55.35,1920,232.31
2014-03-27,130.78,79.88,53.11,1909,232.6
2014-03-28,132.95,81.47,53.85,1906,231.4
2014-03-29,132.95,81.47,53.85,1906,231.4
2014-03-30,132.95,81.47,53.85,1906,231.4
2014-03-31,135.5,83.8,55.2,1960,234.53
2014-04-01,135.89,83.88,55.97,1965.6,231.7
2014-04-02,134.9,82.67,55.78,1954,233
2014-04-03,134.5,81.51,55.8,1954,230.5
2014-04-04,137.47,82.98,56.02,1966,232.49
2014-04-05,137.47,82.98,56.02,1966,232.49
2014-04-06,137.47,82.98,56.02,1966,232.49
2014-04-07,133.99,79.95,53.45,1920,231.42
2014-04-08,133.25,79.41,53.39,1920,229.95
2014-04-09,132.31,78.85,53.85,1900,231.99
2014-04-10,134.82,79.9,54.15,1914.3,234.58
2014-04-11,134,79.75,53.4,1898.1,232.52
2014-04-12,134,79.75,53.4,1898.1,232.52
2014-04-13,134,79.75,53.4,1898.1,232.52
2014-04-14,131,78.35,52.85,1880,233.88
2014-04-15,127.75,75.2,49.68,1850,225.95
2014-04-16,129,76.13,51.8,1865,225.59
2014-04-17,129.82,76.89,53,1872,228.45
2014-04-18,133.9,78.82,53.75,1899.9,231.77
2014-04-19,133.9,78.82,53.75,1899.9,231.77
2014-04-20,133.9,78.82,53.75,1899.9,231.77
2014-04-21,132.68,77.62,53.65,1889,230.9
2014-04-22,131.7,76.3,52.34,1873.4,230
2014-04-23,130.5,75.56,51.76,1880.1,228.17
2014-04-24,126.69,73.21,50.64,1856.7,225.98
2014-04-25,125.4,69.91,49.25,1838,223.62
2014-04-26,125.4,69.91,49.25,1838,223.62
2014-04-27,125.4,69.91,49.25,1838,223.62
2014-04-28,128.12,73.39,50.46,1865,219.8
2014-04-29,128.3,72.8,50.95,1889.3,223.51
2014-04-30,128.77,72.5,50.92,1880.1,222.62
2014-05-01,128.77,72.5,50.92,1880.1,222.62
2014-05-02,127,72.22,50.35,1884.1,222.8
2014-05-03,127,72.22,50.35,1884.1,222.8
2014-05-04,127,72.22,50.35,1884.1,222.8
2014-05-05,126,71.99,50.25,1866,220.9
2014-05-06,129.49,74.1,50.55,1878.9,224.05
2014-05-07,134.1,78.5,52.17,1919,229
2014-05-08,135.63,78.8,51.49,1942.8,226.67
2014-05-09,135.63,78.8,51.49,1942.8,226.67
2014-05-10,135.63,78.8,51.49,1942.8,226.67
2014-05-11,135.63,78.8,51.49,1942.8,226.67
2014-05-12,135.71,79.08,51.61,1950,229.5
2014-05-13,138.46,80.15,52.8,1931.3,229.5
2014-05-14,139.87,81.38,53,1910.9,229.99
2014-05-15,141.15,80.04,52.24,1890,227
2014-05-16,144.29,79.2,52.65,1919,227.24
2014-05-17,144.29,79.2,52.65,1919,227.24
2014-05-18,144.29,79.2,52.65,1919,227.24
2014-05-19,148.05,81.62,53.55,1938,228.1
2014-05-20,145.35,82.31,53.61,1979,229.8
2014-05-21,146.58,83.59,54.2,1995,230.56
2014-05-22,144.78,83.26,53.11,1965.2,230.01
2014-05-23,144.3,85.83,53.89,1957,232.9
2014-05-24,144.3,85.83,53.89,1957,232.9
2014-05-25,144.3,85.83,53.89,1957,232.9
2014-05-26,145.8,86.87,53.99,1972,233.74
2014-05-27,142.4,84.33,53.32,1930.3,229
2014-05-28,141.3,84.95,54,1944.9,229.13
2014-05-29,144.2,85.65,55.3,1977.7,229.81
2014-05-30,141.7,84.5,55.15,1968,226
2014-05-31,141.7,84.5,55.15,1968,226
2014-06-01,141.7,84.5,55.15,1968,226
2014-06-02,144.11,85.91,57.04,2037,230
2014-06-03,144.19,86.84,57.8,2050,231.3
2014-06-04,144.04,87.81,57.2,2047,230.25
2014-06-05,142.75,87.43,57.57,2035,229.5
2014-06-06,143.97,89,57.59,2030.6,237
2014-06-07,143.97,89,57.59,2030.6,237
2014-06-08,143.97,89,57.59,2030.6,237
2014-06-09,144.4,88.89,58.84,2025,240.36
2014-06-10,144.75,88.99,58.85,2061.4,242.8
2014-06-11,146.4,89,58.74,2097.9,249.66
2014-06-12,146.4,89,58.74,2097.9,249.66
2014-06-13,146.4,89,58.74,2097.9,249.66
2014-06-14,146.4,89,58.74,2097.9,249.66
2014-06-15,146.4,89,58.74,2097.9,249.66
2014-06-16,145.2,84.85,56.89,2149,253.3
2014-06-17,144.77,83.8,55.06,2130,251.59
2014-06-18,145,83.77,55.3,2126.9,250.87
2014-06-19,145.2,84.8,55.64,2112.1,249.89
2014-06-20,145.6,84.16,55.68,2100,250.11
2014-06-21,145.6,84.16,55.68,2100,250.11
2014-06-22,145.6,84.16,55.68,2100,250.11
2014-06-23,147.17,83.68,56.38,2082.6,252.3
2014-06-24,153.25,86.5,58.49,2099.1,257.81
2014-06-25,149.26,84.4,56.75,2037.4,250
2014-06-26,147.44,84.1,56.44,2028.6,249.24
2014-06-27,149.39,84.33,55.6,2021,249.49
2014-06-28,149.39,84.33,55.6,2021,249.49
2014-06-29,149.39,84.33,55.6,2021,249.49
2014-06-30,148.96,84.5,56.43,2036,249.3
2014-07-01,148.97,84.07,56.68,2063.9,250.16
2014-07-02,151.95,85.79,57.1,2110,255.19
2014-07-03,152.3,85.34,57.09,2089.9,257.7
2014-07-04,149.13,84,57.3,2062.9,253.9
2014-07-05,149.13,84,57.3,2062.9,253.9
2014-07-06,149.13,84,57.3,2062.9,253.9
2014-07-07,150.31,85.49,58.26,2113,248.99
2014-07-08,151.43,85.11,59.34,2122.9,249.99
2014-07-09,150.4,85.2,59.73,2104.9,247.95
2014-07-10,148.79,84.47,58.66,2093.2,244.95
2014-07-11,148.15,84.55,59.1,2105,246.01
2014-07-12,148.15,84.55,59.1,2105,246.01
2014-07-13,148.15,84.55,59.1,2105,246.01
2014-07-14,147.5,83.55,59.5,2016.5,242
2014-07-15,146.52,83.09,59,2018,241.92
2014-07-16,142.5,83.78,59.43,2050.8,244.18
2014-07-17,140,81.5,57.33,2004.8,233.7
2014-07-18,139.26,80.27,54.4,1990,231.75
2014-07-19,139.26,80.27,54.4,1990,231.75
2014-07-20,139.26,80.27,54.4,1990,231.75
2014-07-21,136.01,76.56,52.02,1940,225.91
2014-07-22,137.75,78.3,53.73,1970,226.76
2014-07-23,136.29,77.45,53.98,1980.5,221.8
2014-07-24,136.9,76.87,53.76,2005,222.45
2014-07-25,135.12,75.16,52.28,1976.7,220.84
2014-07-26,135.12,75.16,52.28,1976.7,220.84
2014-07-27,135.12,75.16,52.28,1976.7,220.84
2014-07-28,132,72.82,50.48,1957,218.21
2014-07-29,131.31,73.2,50.44,1975,220.3
2014-07-30,133.4,73.68,50.5,2005.3,224
2014-07-31,132,73.6,50.55,2000.9,223
2014-08-01,131.5,72.37,49.53,1995.3,221.79
2014-08-02,131.5,72.37,49.53,1995.3,221.79
2014-08-03,131.5,72.37,49.53,1995.3,221.79
2014-08-04,129.5,72.75,49.9,1984.9,219.9
2014-08-05,126.57,71.6,46.97,1957,220
2014-08-06,124.7,69,44.62,1929.8,219.55
2014-08-07,126.92,68.5,44.44,1932.7,221
2014-08-08,126.55,70.7,44.71,1928.3,219.54
2014-08-09,126.55,70.7,44.71,1928.3,219.54
2014-08-10,126.55,70.7,44.71,1928.3,219.54
2014-08-11,128.3,74.21,46.1,1947.1,221.38
2014-08-12,128,73.35,45.4,1953.7,221.65
2014-08-13,131,74.84,46.4,1974.9,225.99
2014-08-14,131.41,74.99,48.25,1991,226.3
2014-08-15,132.67,75.05,48.6,2011.1,225
2014-08-16,132.67,75.05,48.6,2011.1,225
2014-08-17,132.67,75.05,48.6,2011.1,225
2014-08-18,134.29,75.15,49.17,2043,224.68
2014-08-19,136.2,76,49.71,2063.9,227.4
2014-08-20,136.7,76.9,49.6,2085,231.54
2014-08-21,136.49,78.4,50,2100.6,233
2014-08-22,135,78.39,48.88,2085,230.03
2014-08-23,135,78.39,48.88,2085,230.03
2014-08-24,135,78.39,48.88,2085,230.03
2014-08-25,136.09,78.56,49.41,2088,231.69
2014-08-26,135,77.44,48.31,2068,229.22
2014-08-27,135.51,77.93,48.37,2096.5,231.69
2014-08-28,133.8,74.59,46.7,2083,228.99
2014-08-29,131.95,73.21,46.73,2055,226
2014-08-30,131.95,73.21,46.73,2055,226
2014-08-31,131.95,73.21,46.73,2055,226
2014-09-01,132.32,73.68,47.1,2034.9,229
2014-09-02,133.32,73.76,46.6,2042.1,230.5
2014-09-03,138.26,78.5,47.82,2115,236.13
2014-09-04,138.15,79.39,47.29,2131.5,236.54
2014-09-05,139,80.25,47.8,2163,238
2014-09-06,139,80.25,47.8,2163,238
2014-09-07,139,80.25,47.8,2163,238
2014-09-08,139,78.69,46.79,2153.3,234.02
2014-09-09,139.02,79.41,47.1,2163.6,234.55
2014-09-10,139.2,78.67,47.1,2163,234.9
2014-09-11,136.65,76.3,45.63,2149.2,230.01
2014-09-12,137.56,76.65,46.25,2163.1,233.2
2014-09-13,137.56,76.65,46.25,2163.1,233.2
2014-09-14,137.56,76.65,46.25,2163.1,233.2
2014-09-15,136,75.63,46.22,2174.9,232.19
2014-09-16,138.56,77.6,46.65,2185,240.5
2014-09-17,137,78.66,46,2141.5,237.34
2014-09-18,138.2,77.98,45.44,2130,238.76
2014-09-19,135.99,77.4,45.8,2071,233.5
2014-09-20,135.99,77.4,45.8,2071,233.5
2014-09-21,135.99,77.4,45.8,2071,233.5
2014-09-22,135.05,76,45.29,2050,230
2014-09-23,136.5,77.68,45.4,2049.6,232.79
2014-09-24,137.8,79.05,44.8,2059.1,232.36
2014-09-25,136.92,78.01,44.45,2043.5,231.2
2014-09-26,137.11,77.6,43.6,2064.9,232.39
2014-09-27,137.11,77.6,43.6,2064.9,232.39
2014-09-28,137.11,77.6,43.6,2064.9,232.39
2014-09-29,135.77,76.7,43.49,2007.9,229
2014-09-30,137.9,75.52,43.25,2015,232
2014-10-01,137.26,74.26,42.83,1993.5,230
2014-10-02,134.25,73.15,42.68,1964,226.37
2014-10-03,135.8,73.77,42.25,1990,227.73
2014-10-04,135.8,73.77,42.25,1990,227.73
2014-10-05,135.8,73.77,42.25,1990,227.73
2014-10-06,138.9,76.33,42.2,2042,232.07
2014-10-07,137.1,75.32,42.48,2007.6,231.3
2014-10-08,134.61,73.8,41.53,1976,227.5
2014-10-09,135.64,73.65,40.9,1980,228.47
2014-10-10,133.21,73.5,40.13,1925.1,222.3
2014-10-11,133.21,73.5,40.13,1925.1,222.3
2014-10-12,133.21,73.5,40.13,1925.1,222.3
2014-10-13,135.25,74.26,39.75,1978,225.53
2014-10-14,135.5,74.55,39.95,2005.4,230.3
2014-10-15,134.5,73.08,40.24,1980,226.61
2014-10-16,132.41,71.12,39.69,1955,224.15
2014-10-17,134.6,73.15,40.48,1986.6,228.69
2014-10-18,134.6,73.15,40.48,1986.6,228.69
2014-10-19,134.6,73.15,40.48,1986.6,228.69
2014-10-20,134.1,72.25,40.05,1978,227.2
2014-10-21,134,72.5,39.72,1990,228.24
2014-10-22,133.5,71.82,38.5,1964.9,225.4
2014-10-23,133.5,71.59,37.23,1932.3,224.2
2014-10-24,133.99,72.49,37.3,1948.5,225.88
2014-10-25,133.99,72.49,37.3,1948.5,225.88
2014-10-26,133.99,72.49,37.3,1948.5,225.88
2014-10-27,134.07,72.9,37.61,1991.9,227.9
2014-10-28,135.75,73.9,38.14,2014,229.6
2014-10-29,138.5,74.05,38,2042.5,233.45
2014-10-30,139.5,74.98,38.01,2055,235.96
2014-10-31,141.5,76.23,38.2,2120,239.9
2014-11-01,141.5,76.23,38.2,2120,239.9
2014-11-02,141.5,76.23,38.2,2120,239.9
2014-11-03,143.39,76.29,38.32,2117,240.3
2014-11-04,143.39,76.29,38.32,2117,240.3
2014-11-05,143.2,75.65,39.65,2127.7,239.88
2014-11-06,144.1,75.05,41.37,2132.7,239.21
2014-11-07,144.5,75.69,41.31,2126.5,239.02
2014-11-08,144.5,75.69,41.31,2126.5,239.02
2014-11-09,144.5,75.69,41.31,2126.5,239.02
2014-11-10,145.22,77.78,43.98,2139.9,239.86
2014-11-11,143.71,77.34,44.28,2125.1,239.34
2014-11-12,143.57,76.32,43.46,2126,237.23
2014-11-13,141.84,74.03,41.4,2083.6,231.5
2014-11-14,142.49,74.15,41.5,2084,233.79
2014-11-15,142.49,74.15,41.5,2084,233.79
2014-11-16,142.49,74.15,41.5,2084,233.79
2014-11-17,142.67,73.97,41,2085,233.97
2014-11-18,143.2,75.21,41.15,2132.3,235.7
2014-11-19,143.98,73.9,39.91,2180,235
2014-11-20,144.48,73.63,42.01,2230,235.8
2014-11-21,145.01,74.39,42.9,2280.4,240.4
2014-11-22,145.01,74.39,42.9,2280.4,240.4
2014-11-23,145.01,74.39,42.9,2280.4,240.4
2014-11-24,144.7,74.4,41.7,2261.3,237.62
2014-11-25,144.13,74.11,42.28,2259.1,237.01
2014-11-26,145.5,73.85,41.88,2280,238
2014-11-27,143.19,73.04,41.15,2295,233.66
2014-11-28,142.86,72.25,41.78,2291.7,233.74
2014-11-29,142.86,72.25,41.78,2291.7,233.74
2014-11-30,142.86,72.25,41.78,2291.7,233.74
2014-12-01,144.1,73.79,41.75,2418.1,233.5
